@relation Tweets

@attribute text string
@attribute labelled_sentiment {positive,neutral,negative}

@data
"usairways flight booking problems a flight using credit from a previously cancelled flightled flight cant get thru on the phone and cant book online help please",negative
"usairways absolutely the staff was amazing",positive
"usairways you are horrendous pull your shit together",negative
"virginamerica you guys are perfect as always lt wervirgin",positive
"united what is the policy behind changing passengers seating assignments at the gate",neutral
"southwestair why are you the only airline that is not flying out of bna today",negative
"southwestair finally got through thanks",positive
"southwestair i have spent  minutes and counting on hold w you today after first  minutes i gave up trying again amp on rd min",negative
"jetblue bluemanity brought tears to my eyes jetblue s commitment to giving back to the crewmembers and the community is aww inspiring",positive
"usairways will you please update your website with the most current flight status and update your customer service phone on google thx",negative
"usairways if i couldwanted to call i wouldnt use the internet to make a reservation",negative
"usairways darn it first in line for no upgrade wish i understood the policy url",neutral
"usairways waiting for my luggage on flight  is there a delay",negative
"united it is super frustrating that the folks at the united ticket counter in pittsburg arent honoring their own media rate unitedfail",negative
"united  minutes after arrival and no bags for most people ua from den to ewr how long should we wait until a ual rep comes here",negative
"southwestair another great flight amp crew las vegaschicago  thanks",positive
"southwestair i recommend upgrading your ivr and using call back email and texting from a know caller",negative
"southwestair an entire flight of luggage missing at dca over an hour and nobody knows anything",negative
"southwestair cbssoxfan you get to hold called twice only to be kicked offcalls  phonedied alistpreferred url",negative
"jetblue kylejudah it doesnt matter who you directed me to its the principle of the matter when i gate checked the stroller it was",negative
"usairways thank you so much its been a very stressful day",positive
"usairways me too in the future have a better harsh weather preparedness plan so much of your staff called out that everything snowballed",negative
"united which is why my next flights to miami will be on another airline",negative
"southwestair received email wresos to my email that isnt associated to swa account i own with cc info for my sister fraud please dm me",negative
"southwestair just did thank you",neutral
"southwestair your onboard wifi is so bad its taking me  minutes to send this tweet working is off the table disappointed",negative
"usairways i was supposed to be on flight  from charlotte to rdu pm yesterday is the same flight scheduled for depaure tonight",neutral
"united could you please send me a phone to the refunds depament we have submitted our claim through email without success",negative
"united im not this person but ive been sitting in denver for three hours and all i want to do is get on a plane please let me go home",negative
"united flight  on  was delayed over three hours because the pilot never showed up",negative
"united i just need to get to ric tonight ive been in ewr for hrs now",negative
"southwestair good thing we noticed because she had rerouted  total passengers on an impossible triple connection as well",negative
"southwestair your gate agent rerouted an impossible itinerary and we had to find a new airline to get us home super bummed about this",negative
"southwestair do you do auto callbacks so i dont have to wait on hold",negative
"jetblue just learning about your famous apology in social media marketing is twitter an asset for jet blue now phdmama",negative
"jetblue learning about your awesome twitter management today in my social media marketing class keep up the good work sxu phdmama",positive
"jetblue i normally  heart  you but this late flightst flight experience was the worst  hours on runway no wifi amp tv not working properly",negative
"usairways unfounately not i think i watched it take off from the bus rebooked for a late flightr flight now planestrainsandautomobiles",neutral
"virginamerica any way to change from main cabin to main cabin select on same flight without paying a change fee penalty",neutral
"united waiting for flight  to memphis incredibly rude gate agent waited until after depaure time to announce delay  of  rude",negative
"united i dont see how i need to spend an extra  bc of ur equipment failure",negative
"united i dont need to make any changes i reserved my seats when i bought my tickets and there was an error amp now there are no comp seats",negative
"united its  and no power outlets at the seats on a  hour flight to california seriously this is why airlines are failing pathetic",negative
"united thanks kp but luckily my transfer has maintenance issues and is still delayed so i didnt miss my transfer",negative
"united no not received any emails in either inbox or junkspam",neutral
"southwestair chances of flight leaving bna tomorrow at  am to lga",neutral
"southwestair got it squared away thank you i had a man on the inside help me out",positive
"southwestair please pm me the number where i can lodge formal complaints thx",negative
"southwestair just sent you a dm with the details",neutral
"jetblue hard to tell but was told wifi only worked for one side of the plane",negative
"usairways thks  tip seems like a workaround rather than a customerfriendly solution they should have an easily accessible email",negative
"united who can tell me where they are",negative
"united flight  have already been cancelled flightled once been trying to get home two days staff being very unhelpful",negative
"united each flight is worse than last flight attendants dont even know whether the plane is equipped with power outlets at the seats",negative
"united flight  agent now wandered off pilots came out looking for her went to charge her personal phone which shed been txting on",negative
"southwestair tried to dm you it wont let me as it says you are not following me",neutral
"jetblue thank you that it is not just a livery it is a culture that  crewmembers embody daily thanksdave url",positive
"jetblue  tomorrow from ric to bos looking good or am i better rescheduling",neutral
"usairways the phone number the gate gave me doesnt work either what is your customer service phone number",negative
"usairways jackkairys your site clearly explains we are allowed a carry on this was allowed at pit but not bos how does that make sense",negative
"usairways never in my life have i dealt with such poor customer service irresponsible staff and lack of care lgaiah day  baggage in nc",negative
"jetblues new ceo seeks the right balance to please passengers and wall times colonist url",neutral
"jetblue haha i figured that i was meaning theres no return flights out of charlotte its like na for a week plus",neutral
"jetblue rocking the tim mcgraw hold music",neutral
"usairways flight  is not leaving at  because we havent even begun to board yet please update your website asap",negative
"usairways jackkairys  and another sent him to the wrong lineoh and the kiosks werent working thanks",negative
"usairways also your employees were less then helpful when jackkairys was checking his bag two just left their desks completely ",negative
"virginamerica trying to make the change in advance not just  hours priortried it online earlier and it wanted  in change fees",negative
"virginamerica so loyal that im driving to nyc from pa to fly virgin since you cut philly flights ",positive
"united bags are still in houston since friday and still have not been reimbursed the baggage fee",negative
"southwestair i got a flight at am on thursday but looking for something tomorrow anything available",positive
"southwestair we desparately need yall to make a nonstop bnagt tul cmon itll be popular  smile  right annebevi paulbev mikeabramson",neutral
"southwestair thank you for the response how can i got about getting the points onto my rewards account",neutral
"jetblue i will i love flying with you all great service",positive
"united flt  no gate agent no announcements so unprofessional time to go back to delta",negative
"united thanks kp please also mention the quiche breakfast and tandoori chicken dinner entrees and accompaniments are truly first class",positive
"united flt  depaure time has changed five times in the last  minutes why dont you figure out a solution and announce once",negative
"southwestair from lga to san diego",neutral
"southwestair missing out on over  points in one account theyre now spread over four assuming i create accounts for them",negative
"southwestair right but the point was that my kids dont fly often but i do i bought four round trip tickets from dtw to phx so im",negative
"jetblue im getting info from the website but needing to check it and the ales would be much more beneficial",neutral
"jetblue is there something going on with your ales flights been delayed several times for my parents and im not receiving any ales",negative
"usairways charging   change a flight is a rip off the reason i have  is out of my hands amp i want  reschedule same flight but in july",negative
"southwestair you cancelled flightled my flight to bna i have flight from bna  mdw tomorrow am you stranded me in den ive been on hold all day",negative
"southwestair thanks i think weve got it figured out",positive
"jetblue kylejudah i just spoke to the baggage claim center and they gave me travel credit but will not be responsible for the cost of a",negative
"jetblue heard about the charge for st bag and tighter seats no need to be a loyal jb customer anymore",negative
"usairways on hold for  hours you know what just keep my money",negative
"virginamerica umm so no reason as to why this is is there someone different i should contact or contact me to get a definitive answer",negative
"united stuck in iad going on  hours waiting for a ferry flight from nashville that u cant tell when it will arrive ridiculous",negative
"southwestair thanks for the response was able to get my situation resolved not a fan of mother nature today ",positive
"southwestair is there any way to add a known traveler number to an existing reservation online if not why not",neutral
"southwestair needs to offer a college student discount so i can fly home  sob  sob ",neutral
"jetblue thank you for the service credit and to pamgrout for positive thoughts",positive
"jetblue ill give u a chance but i dont think ill fall for it backtodelta",negative
"jetblue great thanks",positive
"jetblue kylejudah be responsible for replacing it",negative
"jetblue kylejudah new stroller the travel credit doesnt help cover the cost of a new stroller your crew ruined it and therefore should",negative
"united no they were to busy taking to each other and i needed to get to an audition",negative
"united was never given one",neutral
"united quick response offering assistance but lack of follow through not really the service i was expecting",negative
"southwestair thank you so much for stepping up your game and making my day after night of elevator music much appreciated",positive
"southwestair used to love you but you keep rescheduling my flights southworst",negative
"southwestair where do we sta ive already wasted  hrs of phone wait time already ",negative
"southwestair just talking to customer service united makes me appreciate you even more they could learn so much from you",positive
"southwestair my brother amp his girlfriends flight cancelled flightled  times now leaving  hours late flight and dropping letter grades at school help",negative
"southwestair thank you the email about rr pts amp how to gain more wasnt clear so all of mine r gone anything u can do is appreciated",neutral
"jetblue remember im very doubtful and not very hopeful ",negative
"usairways can you please dm me my flight has been delayed going into clt which will force me to miss my connection to lga at pm",negative
"united you are really trying me today",negative
"united looks like im settled in to where im going thx",positive
"united flt  has had two more updates in the last  minutes",neutral
"southwestair flight pilot spilled his tea on the radio yay for delays almost an hour now",negative
"southwestair i just sent it over",negative
"southwestair hahayeah i did just making a joke",neutral
"jetblue i would love for you to fly my best friend home to pvd for a weekend  blush  url",positive
"jetblue do they have to depa from washington dc",neutral
"usairways please please please let my plane back to the gate so i can get off as i will miss connection due to clt closing ",neutral
"usairways weve flight  been sitting on the tarmac of dca for a while now waiting on a gate can we just use another gate",negative
"usairways i hope flight  is not being delayed because flight attendant didnt come to work nobackup",negative
"usairways you made us miss our flight first class now i cant even enter the admirals club not happy dm me to fix this",negative
"southwestair shes still stranded in dc sat until am with  other kids they were starving and exhausted",negative
"jetblue airways sho interest down  in january jblu sleekmoney url",neutral
"usairways would love to combine aa and usair accts unfounately one has my middle name amp one has middle initial wont allow change",neutral
"usairways i had a rep  min in who said she couldnt help so transferred me to dividend miles customer service",negative
"usairways right on up up amp away  airplane  sunwithface ",positive
"usairways your customer service stinks trying to book a flight for hours now and keep getting hung up on usairwayssucks",negative
"united so what do you offer now that my flight was cancelled flighted and im stranded away from home and work",negative
"southwestair been on the phone for about an hour waitingcan you please answer thank you notcool",negative
"southwestair tomvh just get the rr credit card and get the points of family that way",neutral
"southwestair sent thanks vp",positive
"southwestair what does tsa pre on my boarding pass mean url",neutral
"jetblue great smooth flight too  clap good ",positive
"jetblue i would go for rd time to jamaica to volunteer w at risk youth flyitforward dc stpatricksfoundation rotary",neutral
"usairways thx for responding when bags came there was mad rush towards end of jetwaywhy not just put thru baggage claim",negative
"usairways americanair we are on usaa flight we arrived at dca at  waiting on our gate for apx an hr now no update",negative
"usairways have an agent with reservations contact me instead of asking me to waste my time by sitting on the phone for hours",negative
"usairways if you believe in keeping your customers happy especially after a mistake was made on your pa",negative
"united no it was  flight cancelled flightlations one due to weather one mechanical paid own hotel bag held in transfer no vouchercompensation",negative
"united i got email that my reservations got cancelled flightled and i will be refunded nothing got refunded as of yet",negative
"southwestair nashville airpo has runways open it appears southwest is only airline cancelled flighting flights is this likely to change",negative
"jetblue i would fly somewhere hotter then here pueo rico here i come lol",neutral
"usairways great job communicating to the passengers flight  doesnt exist anymore url",negative
"usairways thanks travis at phl a east checkin for knowing baggage policies skis amp boots count as  teach your mgr who didnt know",positive
"is expiring the united offer to buy or transfer united mileageplus miles with discount many offers during a year url",positive
"southwestair not yet supposed to get it early evening tonight dont want to have to go to the store and buy new necessities",negative
"southwestair how it is not possible to call swa on the phone you put me on hold for an hour and then cut me off",negative
"southwestair been with my gf for yrs shes from sf amp i live in tulsa swa always takes me there to see my love southwestluvsweeps",positive
"southwestair hi there i just got my known traveler and would like to add it to a flight that i already purchased whats my best option",neutral
"jetblue i applied for a job at pdw where could i go for follow up id really love the job ilovejetblue",neutral
"jetblue connecticut snowflake ",neutral
"united probably wouldnt be doing it had someone returned my call or email case number ",negative
"united i cant even fit my name on the first two lines yes please do pass on feedback this is a big downgrade from previous years",negative
"usairways told no gates open at ord needed to wait mins still waiting after about  mins",negative
"usairways and its  with no sign of boarding can i please get another update",negative
"usairways still cant get a real person on the phone to book a flight ready to just go with jetblue since they care usairwayssucks",negative
"usairways after missing my flight and reflight booking problems x i just walked onto another flight and my phone was still on the seat",positive
"united hi jh my experience with united has been entirely disgusting but yes id like assistance in getting compensated for my bag",negative
"united took this picture on thursday awesome url",positive
"southwestair my flight was cancelled flightled monday just looking to cancelled flight and credit my card thats all",negative
"southwestair still on the ground gtmins after planned depaure and this is california no weather here originally told  min delay",negative
"southwestair i understand wonderful miriam in customer service who was able to reroute me got any rental car discounts",neutral
"jetblue thank you just sent msg",positive
"jetblue i did get the email thought i wasnt supposed to reply to those joy ",neutral
"usairways  hours late flightr and the flight has been cancelled flightled you gotta work on your internal communication skills",negative
"usairways had a horrible experience flying from montego bay to philadelphia on   check a golf bag constant selling inflight",negative
"united sure did only waited about min yay",positive
"southwestair employees spreading a bit of mardigras cheer at  this morning in atlanta nftyconvention url",neutral
"southwestair having some trouble checking in can you please add me so i can dm you",negative
"southwestair wifi on yesterdays flight extremely slow a waste of  and lost the travel time for work",negative
"jetblue haha youre doing everything right dont change a thing slash this twitter engagement just makes you even cooler bestairline",positive
"usairways any updates on flight  from orf to phl no one at gate ",negative
"usairways yes works in firefox ",negative
"virginamerica as one of the travelers affected by the boston storm im shocked at virgins complete apathy toward their customers",negative
"southwestair your checkin system is poor",negative
"southwestair haha thanks for the explanation",positive
"jetblue were looking for our next flyingitforward flier from dc tell us where youd fly amp why url",neutral
"usairways the airline is embarrassing itself i get that bad weather isnt your fault but your response to it couldnt have been worse",negative
"virginamerica should use this in their next airline commercial lol url",neutral
"virginamerica grouping virgin in with the others now bos weather has exposed their actual cus serv model never flight booking problems with virgin again",negative
"southwestair jh thank you i finally got through the second time",positive
"southwestair  i need to fly from gsp to dsm but claims theres no sched avail i can book separately but why not together",negative
"southwestair thank you hung up after hr min on hold would you like me to dm you contact info",negative
"jetblues new ceo robin hayes battles to appease passengers and wall street business in savannah url",neutral
"usairways nice touch with using my first name very intimate ill be filing a claim soon to be reimbursed have a us airways day",positive
"virginamerica dear virgin customer while youre stranded in sf for  days amp cost well do the very least we can to accommodate you",neutral
"united our flight was originally supposed to leave at pm amp now we wont leave until  this is the nd time this has happened",negative
"united supposedly theyre out for delivery ill believe it when i see it",negative
"united thank you yes i was hoping to speak with someone directly but appreciate the link nonetheless ",negative
"jetblue what is the name of this tailfin url",neutral
"usairways how about a drink voucher for the next flight winkwink",positive
"virginamerica while other airlines werent cancelled flighting flights into bos and helping their customers get home virgin was saying good luck",negative
"united what link those are all the email offers u sent me in a year to buytransfer milesthe last  just expired url",negative
"united thanks finally made it missed meetings but what can i do now",negative
"usairways im cool with weather delays etc but lying and deceiving passengers to keep them from changing is reprehensible yousuck",negative
"usairways i just want to get home before wednesday joke is over hrs of cancelled flightlations and delays is enough",negative
"virginamerica not only was it great but you return my calls the day after couldnt ask for more myvxexperience",positive
"united could you tell me if this bag would be accepted as a personal item can i bring one carryon bag plus this url",neutral
"united  which you finally cancelled flightled",negative
"southwestair you need this song for your next commercial url swa love",neutral
"usairways thanks  unamused ",positive
"united customer service  1 ",negative
"united priceless united stranded my daughter at ohare united did zero to keep her safealone on a plastic chair for h united air",negative
"united hi again any updates here",neutral
"southwestair thank you for the vouchers after the long wait on the runway saturday night at bwi i really appreciate it swfan",positive
"jetblue i would fly to washington dc to see the actual constitution and the declaration of independence in honor of a us navy friend",neutral
"usairways thats why u guys are my  choice",positive
"united take a lesson from virginamerica they know how to treat customers",neutral
"united plus you horrible seating and poor customer service everywhere ive flown now you take away the mileage programhorrible",negative
"united youd learn if you listen to your customersyou do want you wantvirginamerica asks their customer what they want",negative
"southwestair thanks for the reply something is off with the phones becuz after  dropped calls at  hours on hold i got through on  ring",positive
"jetblue marks th bihday with airbus a painted in blumanity paint job url",neutral
"usairways you cancelled flightled both my flights and refused to give a voucher despite no flights for days usairways neveragain",negative
"usairways i just think if i am staying w your airline amp rescheduling a flight i shouldnt absorb a fee that is the cost of  my flight",negative
"united airlines cancelled flights oc fll flight today  to switch no notice no apology done flying unitedairlines",negative
"united sorry wrong link for the bag url thats the one i meant",neutral
"united flight  laxiad back rows not cleaned prior to boarding how gross is that to find used tissues in your seat please",negative
"united thank you  blush ",positive
"southwestair what is dm",neutral
"southwestair your employees were great",positive
"southwestair confirmation number for new reservation is fpmy i am traveling with a  year old please email jennifercascinogmailcom",neutral
"southwestair why no charging station in san",negative
"usairways i would be on my way but wether has delayed yet again love the charlotte ice storm good luck with mad customers",negative
"usairways please staff your flights approproately our entire flight is delayed because fa isnt here i shouldnt have left delta",negative
"usairways tooooo many cancelled flightations my chain of command hates me now",negative
"virginamerica staed my flight with a scolding for using an overhead bin that was then offered to the person seated next to me",negative
"united i travel a lot and i get it youre still my fave but ewr to cleveland w min layover to connect to dc our best option come on",negative
"united pm and my bags still not here not even a couesy toiletries kit not the flight experience i was expecting very disappointed",negative
"jetblue continue button generated a trip to plan your trip page",negative
"usairways have done that sadly no flight from clt has gotten to ind today and we head back to tampa tmrw",negative
"usairways holding  min and listening to your shitty ads on repeat for your credit make me hate your airline even more delta is better",negative
"united airlines cancelled flights oc fll flight today  to switch no notice no apology we are done flying unitedairlines",negative
"united can you send me another confirmation email",neutral
"united it would be super if you paid as much attention to actual fliers as you do to credit card holders",negative
"jetblue why are we delayed flight ",negative
"usairways was rebooked but sucked big time crappy layover customer service very subpar",negative
"usairways sending thanks to employee freddie in phl admiral club a east for allowing me to give a day pass to my sibling stuck there today",positive
"united all these changes way to stick it to your premiere k loyal customers why make things harder for those that loyal to you",negative
"united thanks for the offer but i finally made it to my destination albeit hours late flight",negative
"southwestair mcogtdca flight almost full of people screwed by the msydca cancelled flightation united and usairways didnt cancelled flight swamistake",negative
"southwestair can i take my electric skateboard on a domestic flight if so do same policies listed on your site for regular boards apply",neutral
"jetblue this could be the beginning of a bluetiful relationship lifeneedsfrosting",positive
"usairways can i get free wifi since the flight  was cancelled flightled",negative
"united your customer service for mileage plus customers is a disgrace i just spent  min on the phone to reset a pin number with no luck",negative
"united no i do not i was only given a flight booking problems reference number",neutral
"jetblue thanks for the upgrade wink  so far so good keepitup url",positive
"jetblue cinziannap thank you i like the quick response on twitter",positive
"united currently on standby to lax then it is a  hour ride to palm springs long day staing at a snowy  am in philly",neutral
"southwestair no but seriously wtf nochill url",negative
"southwestair yes but they couldnt explain the  hour and  minute hold time",negative
"jetblue thank you is there a possibility it will change",neutral
"jetblue are we good",neutral
"virginamerica how come abc is the only one of the network channels you dont have",neutral
"united sorry i hate united i wont get to see my family until thursday",negative
"united thanks for the timely service amp great staff getting my wife and me to and from cancun this past week for our honeymoon",positive
"united done just now thanks",positive
"jetblue ",negative
"usairways i dont know ive tried to call for confirmation but calls arent going thru can you let me know",negative
"united your website flight booking problems experience is an obnoxious upsellladen disaster for anyone with half a brain",negative
"united mrandyep like  weeks after my flight creative",neutral
"united flt  is having some major delays bc ground crew was so slow the flight crew has been terrific been  hours on the ground rage ",negative
"usairways im traveling around the world until the end of the year  numbers do me no good",negative
"united holy high speed internet batman speeds at united club at iad are insanely fast thanks",positive
"southwestair can u get me on flt  instead of  now",neutral
"jetblue love traveling with jetblue cant wait to go to paris oui oui nyc was awesomeee",positive
"usairways it was  and some of us had left coats in our luggage in anticipation of cramped overhead bins ",negative
"united i am furious youre firm is a disgrace despite all our effos you did zero to protect our daughter all alone at night united",negative
"southwestair knows whats up that blackhistorymonth commercial just another thing to add to reasons why i fly with southwestairlines",positive
"southwestair too late flight now",negative
"jetblue airways adds new chaer flight to cuba travel wires blog url",neutral
"aww is it jetblue i guess now i need to book a flight to somewhere warm asap any suggestions",neutral
"usairways i have now called  times in the last three days thats unacceptable im willing to wait on hold but thats not an option",negative
"usairways you are amazing you are the best follow me please and i follow you back pray  pray  pray  v  wink ",positive
"usairways ive been on hold for over  hours need to rebook a flight please help",negative
"united worst service ever  smilingimp ",negative
"united thanks for your attention i would actually like to make a specific complaint about customer service at dca what is my best option",negative
"united cant believe united cant find someone to just simply check a seat back for a missing passpo loved united but debating choice",negative
"southwestair your social media team just said sorry thankfully submitting a complaint got resolution from an amazing rep who called",positive
"southwestair im scheduled to come back tomorrow finally but i dont know swa hasnt flown out of flynashville yet but delta has",neutral
"southwestair flight  cancelled flightled my wife is stuck in phoenix on the way from slc to san",negative
"jetblue i know where you guys jet lol but if you love me so much help a brother out hot weather great nightlife  hour flight",neutral
"usairways i have been rebooked but it has been handled very unprofessionally cancelled flightations happen but the disorganization is uncalled for",negative
"usairways conf number fmjtyl delayed any chance of getting an earlier flight fll to phx",neutral
"united do you think there will problems at newark nj on saturday due to expected snow",neutral
"united got it i am following the united page",neutral
"united thank you for the speedy response i figured it may be something of that nature you guys and your fine print haha",positive
"southwestair amazing customer service as well will definitely fly with you guys again if my instrument is involved ",positive
"southwestair when are you going to be flying in and out of nashville the deicer is in are you sho on planes and is it tomorrow morning",neutral
"first base already i like your style jetblue",positive
"jetblue hold for  min a couple of rings then mailbox has not been set up yet customer service forwarding to their cell phones cmon",negative
"jetblue does your home airpo not count in the badge system my tb account says  flights but ive taken  this year",neutral
"jetblue is bag check cut off  minutes before the original depaure time or the estimated time shown online",neutral
"usairways you are the best airways follow me please pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray ",positive
"usairways if you can waive a fee at time of cancelled flightation you can waive it at a future date usairways ripoff poorcustomerservice",negative
"usairways flight  sitting at jfk with delays for  hrs no employees to load bags terrible",negative
"united airlines ceo jeff smisek disloyal to loyal workers url via huffpostbiz",neutral
"united the guidelines say xx my bag is xx so its a bit taller than the guidelines is that gonna be a problem",neutral
"united thank you i wish the lady in little rock had told me that in the morning when i asked her",positive
"united no claim number havent been back to iad baggage since is there a phone i can call to speak to someone",negative
"southwestair you officially have the worst customer service of any airline ive ever dealt with southwestairlines poor",negative
"southwestair think you need to follow me for a dm",neutral
"southwestair fastest response all day hour on the phone never got off hold hour in line never got to the flight booking problems desk",negative
"southwestair had to rebook through atlanta amp now drive to nashville had to pay ridiculous price difference bad weather good for business",negative
"southwestair when do you all expect to open the reservation through november",neutral
"jetblue dont worry im gonna share with my row  grin ",neutral
"usairways feeling helpless at tanpa airpo how can i talk to someone flight delayed  times need help missed connections will be prob",negative
"usairways wont waive  fee due to neptune cant use credit wo paying fee couldnt get to destination to use their tic waivethefee",negative
"usairways no wonder you are the lowest rated airline in america shameful usairways",negative
"usairways how are you even still in business i have been trying to call for hours this is pathetic",negative
"usairways wow this airline is a joke absolutely horrendous customer service you guys should be ashamed",negative
"usairways flight cancelled flighted because of neptune could not get to my destination notmyfault waivefee ripoff poorcustomerservice",negative
"united im resending the confirmation code in a dm",neutral
"united i did dm the details back on  when this staed with phone number to reach me no reply either online or by phone",negative
"southwestair tremendous job atlanta airpo saw sw celebrate mardi gras another reason im nuts for you guys url",neutral
"usairways you are amazing you are the best follow me please  pray  pray  pray  cry  cry  cry  pray  pray  pray ",positive
"united but i got a bad exchange rate so want my money back please can you refund without penalty",negative
"united my flight ua to denver for rmoug has been recheduled  times",negative
"united youre just using automated responses and dont have the decency to actually carerespond",negative
"united jt the issue is with missed connections early gate closings and zero concern from customer service",negative
"united here i was thinking how i could say so many nice things after getting upgraded but then you delayed my flight its ok",negative
"united can you explain how it rewards us elite premiere k members",neutral
"united for our bihdays my fianc amp i want to travel late flight april youre our fave airline but frontier has this url ",neutral
"southwestair you guys must have been swamped even took our corporate travel a long time to get in but everything worked out in the end",neutral
"jetblue no not yet i will notify them im new at this  blush ",neutral
"usairways you are the best airways follow me back please  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  cry  cry  cry  cry  cry  cry  cry  cry  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray  pray ",positive
"usairways its the rude and arrogant gate personnel uncalled for unprofessional theworst",negative
"usairways wont waive fees for flight cancelled flightlation due to neptune to use credit  fee couldnt reach destination bostonbbb notmyfault",negative
"usairways thank you and thanks for being so accommodating",positive
"virginamerica wifi and better seating",positive
"united thanks we would like an apology and a full refund please confirm when we will receive",negative
"united hi can you email me here so i can share the details thanks frankpostsecretcom",neutral
"southwestair awwweesssooomee",positive
"southwestair my pts expired i made a prchase an online retailer to b told by sw that those wont show for  wks so too l  keepmy pts",negative
"virginamerica i heard he has a virgin mobile hotspot ",neutral
"virginamerica you got cheese plate flights too",neutral
"virginamerica on all your flights",neutral
"virginamerica dad on segway is the best pa of this whole infographic",positive
"virginamerica are there any plans for a sho haul airline in europe would defiantly fly with you guys ",positive
"united yes still need assistance i dont have a flight home due to change in flight u made i miss all connections ",negative
"united i believe you have to follow me in order for me send you a dm",neutral
"southwestair fattuesday great job celebrating mardigras today at atlanta airpo another reason im nuts for you url",positive
"southwestair your customer service is terrible youre terrible thought you should know",negative
"southwestair when will the winners of destinationdragons be announced",neutral
"jetblue any idea where the plane for flight  is coming from i thought flight  from jfk but that wouldnt explain delay",negative
"jetblue its for me i spoke with a rep on the phone who suggested i voice a concern via email us on your site i did a few moments ago",neutral
"jetblue pls find my bag i need  get home very frustrating hope my bag is somewhere in nynjairpos leaving the jfk wo my luggage",negative
"jetblue tried calling multiple times i just wait and when it finally connects i get hung up on",negative
"jetblue airways sees significant drop in sho interest jblu mideast time url",neutral
"virginamerica thanks so much for sharing just added it to my site url",positive
"virginamerica good point",neutral
"united allright last question the power outlets on my flight are available in the premium cabin does that include economy plus cabin",neutral
"united well its la and then a hr car ride to a dark palm springs technically maybe ill get bumped to st class den to phl on friday",neutral
"jetblue ive called you  x amp waited on hold  min each time to be disconnected each time enraging i need to speak to someone help",negative
"jetblue the usa help line i accidentally booked a flight on a thursday instead of a wednesday and want to switch",neutral
"jetblue if you have wellpriced flights to oahu we could be best friends vincenzolandino",neutral
"jetblue we dont need anybody else",positive
"usairways stranded ernievigil phoenix w broken foot both my flights fd sunday for sickcrew cancelled flighted my mechanics flight today",negative
"united you might be dealing with frustrated passenegers hope you all have a great day thank you very much for an amazing airline ",positive
"jetblue call me when you do and well have to hook up",neutral
"usairways flight  delayed for  hours for a deadhead crew lets make  paying customers wait that is great service usairways",negative
"usairways if ur going  charge  for wifi make sure it works brutal dialup b a  by the time things load theend goodday",negative
"usairways is anyone working today anyone want to pick up a phone",negative
"usairways ive been on hold for over  minutes theres a lack of quality service here nobody cares that i hate your shitty airline",negative
"virginamerica man of steel flies to more cities thoughand with more frequency too",negative
"united gg ladies and gents united airlines",neutral
"southwestair no worries at all i would rather be safe on the ground than take any chances yes tomorrow am if bna reopens  relaxed ",positive
"southwestair i do need help cancelled flighting my flight back your calls times are ridiculous",negative
"usairways flight  thanks",positive
"virginamerica do you have an application for ios was looking and only saw virgin mexico lt",neutral
"united they couldnt get me first class on any of their flights so i just rebooked myself",negative
"united but the gate agent and club staff got me priority standby for next so might only be minor disastertravelingwithsmallkids",neutral
"united ill be sendingposting complete details of the circumstances surrounding this matter united airlines should be ashamed",negative
"united hidden city forces me into crappy seat even though exit row is available on the first leg your suppo cannot fix ",negative
"united jt thanks for your help ill complete the form once we are back home",positive
"united missed it incoming on time then sat for  then no jetbridge drivermissed a min connection from an on time flight",negative
"southwestair on flight  tomorrow wed  denbna will we be delayed or cancelled flightled",neutral
"southwestair i did but it only shows one flight one way when i try to go to the home page and book roundtrip theres nothing available ",negative
"southwestair were flying out tomorrow please dont cancelled flight lol  stuckouttonguewinkingeye  airplane ",neutral
"jetblue flight  njb blue la la depas mco enroute to san juan international airpo url",neutral
"jetblue this makes me happy i hope these arent empty promises",positive
"jetblue dropped x in past hour",negative
"seriously i want to work on the jetblue social team jetblue vincenzolandino url",neutral
"virginamerica thanks for the free bihday points yall are all right with me",positive
"united unitedappeals gg what kind of hypocrisy is that only cancelled flightling tickets with bad exchange rate if in your advantage united",negative
"united no the entire problem here is that i was never sent anything via email and only given a flight booking problems number over the phone",negative
"united calling that number was useless heading to the airpo now to pick up my bags this whole situation seems like a real joke",negative
"southwestair done messed up now i have planned a trip to costarica for pennies vacatime  airplane  seat ",negative
"southwestair not as sorry as i was when i sat on a plane for  hours waiting for the engine to be fixed and then got my luggage lost but k",negative
"jetblue vincenzolandino cbarrows you take to me places united simply cantlike nonstop to st lucia",positive
"usairways satesq theres only one flt phlcrw per day",neutral
"usairways americanair your staff members are looking at me like i have two heads check your own websites url",negative
"usairways i will be traveling from lax to clt to hts i have been rebooked for tomorrow due to the travel advisory",neutral
"usairways this flight was for my brother he has been rebooked and i was able to give my info over the phone to get him a pass to the club",negative
"virginamerica i dont use passbook i still love you though lt ill just use my email in the future",positive
"united  from amsterdam to ewr  ",neutral
"united stuck here in iah waiting on flight  to honolulu for  hours due to maintenance issues could we have gotten a new plane fail",negative
