@relation Tweets

@attribute text string
@attribute labelled_sentiment {positive,neutral,negative}

@data
"good thing we noticed because she had rerouted total passengers on an impossible triple connection as well ",negative
"your gate agent rerouted an impossible itinerary and we had to find a new airline to get us home super bummed about this ",negative
"do you do auto callbacks significant other i dont have to wait on hold ",negative
"just learning about your famous apology in social media marketing is twitter an asset for jet blue now ",negative
"learning about your awesome twitter management today in my social media marketing class keep up the good work ",positive
"i normally you but this late flightst flight experience was the worst hours on runway no wifi tv not working properly ",negative
"unfortunately not i think i watched it take off from the bus rebooked for a late flightr flight now plane strain sand automobiles ",neutral
"any way to change from main cabin to main cabin select on same flight without paying a change fee penalty ",neutral
"waiting for flight to memphis incredibly rude gate agent waited until after departure time to announce delay of rude ",negative
"i dont see how i need to spend an extra bc of ur equipment failure ",negative
"i dont need to make any changes i reserved my seats when i bought my tickets and there was an error now there are no comp seats ",negative
"its and no power outlets at the seats on a hour flight to california seriously this is why airlines are failing pathetic ",negative
"thanks kp but luckily my transfer has maintenance issues and is still delayed significant other i didnt miss my transfer ",negative
"no not received any emails in either inbox or junkspam ",neutral
"chances of flight leaving nashville international airport tomorrow at am to lga ",neutral
"got it squared away thank you i had a man on the inside help me out ",positive
"please private message me the number where i can lodge formal complaints thx ",negative
"just sent you a direct message with the details ",neutral
"hard to tell but was told wifi only worked for one side of the plane ",negative
"thks for tip seems like a workaround rather than a customerfriendly solution they should have an easily accessible email ",negative
"who can tell me where they are ",negative
"flight have already been cancelled flightled once been trying to get home two days staff being very unhelpful ",negative
"each flight is worse than last flight attendants dont even know whether the plane is equipped with power outlets at the seats ",negative
"flight agent now wandered off pilots came out looking for her went to charge her personal phone which shed been txting on ",negative
"tried to direct message you it wont let me as it says you are not following me ",neutral
"thank you that it is not just a livery it is a culture that crewmembers embody daily thanksdave ",positive
" tomorrow from richmond international airport to bos looking good or am i better rescheduling ",neutral
"the phone number the gate gave me doesnt work either what is your customer service phone number ",negative
"done ",neutral
"your site clearly explains we are allowed a carry on this was allowed at pittsburgh international airport but not bos how does that make sense ",negative
"never in my life have i dealt with such poor customer service irresponsible staff and lack of care lgaiah day baggage in nc ",negative
"new ceo seeks the right balance to please passengers and wall times colonist ",neutral
"haha i figured that i was meaning theres no return flights out of charlotte its like na for a week plus ",neutral
"rocking the tim mcgraw hold music ",neutral
"flight is not leaving at because we havent even begun to board yet please update your website asap ",negative
" and another sent him to the wrong lineoh and the kiosks werent working thanks ",negative
"also your employees were less then helpful when was checking his bag two just left their desks completely ",negative
"trying to make the change in advance not just hours priortried it online earlier and it wanted in change fees ",negative
"significant other loyal that im driving to nyc from pa to fly virgin since you cut philly flights ",positive
"bags are still in houston since friday and still have not been reimbursed the baggage fee ",negative
"i got a flight at am on thursday but looking for something tomorrow anything available ",positive
"we desparately need yall to make a nonstop bna tul cmon itll be popular right ",neutral
"thank you for the response how can i got about getting the points onto my rewards account ",neutral
"i will i love flying with you all great service ",positive
"flt no gate agent no announcements significant other unprofessional time to go back to ",negative
"thanks kp please also mention the quiche breakfast and tandoori chicken dinner entrees and accompaniments are truly first class ",positive
"flt departure time has changed five times in the last minutes why dont you figure out a solution and announce once ",negative
"from la guardia airport to san diego ",neutral
"missing out on over points in one account theyre now spread over four assuming i create accounts for them ",negative
"right but the point was that my kids dont fly often but i do i bought four round trip tickets from dtw to phoenix sky harbor international airport significant other im ",negative
"im getting information from the website but needing to check it and the alerts would be much more beneficial ",neutral
"is there something going on with your alerts flights been delayed several times for my parents and im not receiving any alerts ",negative
"charging change a flight is a rip off the reason i have is out of my hands i want reschedule same flight but in july ",negative
"you cancelled flightled my flight to bna i have flight from nashville international airport chicago midway airport tomorrow am you stranded me in den ive been on hold all day ",negative
"thanks i think weve got it figured out ",positive
"i just spoke to the baggage claim center and they gave me travel credit but will not be responsible for the cost of a ",negative
"heard about the charge for st bag and tighter seats no need to be a loyal jb customer anymore ",negative
"on hold for hours you know what just keep my money ",negative
"umm significant other no reason as to why this is is there someone different i should contact or contact me to get a definitive answer ",negative
"stuck in washington dulles international airport going on hours waiting for a ferry flight from nashville that u cant tell when it will arrive ridiculous ",negative
"thanks for the response was able to get my situation resolved not a fan of mother nature today ",positive
"is there any way to add a known traveler number to an existing reservation online if not why not ",neutral
"needs to offer a college student discount significant other i can fly home ",neutral
"thank you for the service credit and to for positive thoughts ",positive
"ill give u a chance but i dont think ill fall for it back to delta ",negative
"great thanks ",positive
"be responsible for replacing it ",negative
"new stroller the travel credit doesnt help cover the cost of a new stroller your crew ruined it and therefore should ",negative
"no they were to busy taking to each other and i needed to get to an audition ",negative
"was never given one ",neutral
"quick response offering assistance but lack of follow through not really the service i was expecting ",negative
"thank you significant other much for stepping up your game and making my day after night of elevator music much appreciated ",positive
"used to love you but you keep rescheduling my flights south worst ",negative
"where do we start ive already wasted hrs of phone wait time already ",negative
" just talking to customer service makes me appreciate you even more they could learn significant other much from you ",positive
"my brother his girlfriends flight cancelled flightled times now leaving hours late flight and dropping letter grades at school help ",negative
"thank you the email about rr pts how to gain more wasnt clear significant other all of mine r gone anything u can do is appreciated ",neutral
"remember im very doubtful and not very hopeful ",negative
"can you please direct message me my flight has been delayed going into charlottedouglas international airport which will force me to miss my connection to la guardia airport at private message ",negative
"you are really trying me today ",negative
"looks like im settled in to where im going thx ",positive
"flt has had two more updates in the last minutes ",neutral
"flight pilot spilled his tea on the radio yay for delays almost an hour now ",negative
"i just sent it over ",negative
"hahayeah i did just making a joke ",neutral
"i would love for you to fly my best friend home to tf green airport for a weekend ",positive
"do they have to depart from washington dc ",neutral
"please please please let my plane back to the gate significant other i can get off as i will miss connection due to charlottedouglas international airport closing ",neutral
"weve flight been sitting on the tarmac of dca for a while now waiting on a gate can we just use another gate ",negative
"i hope flight is not being delayed because flight attendant didnt come to work no backup ",negative
"you made us miss our flight first class now i cant even enter the admirals club not happy direct message me to fix this ",negative
"shes still stranded in dc sat until am with other kids they were starving and exhausted ",negative
"airways short interest down in january jblu sleekmoney ",neutral
"would love to combine aa and usair accts unfortunately one has my middle name one has middle initial wont allow change ",neutral
"i had a rep min in who said she couldnt help significant other transferred me to dividend miles customer service ",negative
"right on up up away ",positive
"your customer service stinks trying to book a flight for hours now and keep getting hung up on us airways sucks ",negative
"significant other what do you offer now that my flight was cancelled flighted and im stranded away from home and work ",negative
"been on the phone for about an hour waitingcan you please answer thank you not cool ",negative
"just get the rr credit card and get the points of family that way ",neutral
"sent thanks vp ",positive
"what does tsa pre on my boarding pass mean ",neutral
"great smooth flight too ",positive
"i would go for rd time to jamaica to volunteer with at risk youth fly it forward dc st patricks foundation rotary ",neutral
"thx for responding when bags came there was mad rush towards end of jetwaywhy not just put thru baggage claim ",negative
"we are on usaa flight we arrived at dca at waiting on our gate for apx an hr now no update ",negative
"have an agent with reservations contact me instead of asking me to waste my time by sitting on the phone for hours ",negative
"if you believe in keeping your customers happy especially after a mistake was made on your part ",negative
"no it was flight cancelled flightlations one due to weather one mechanical paid own hotel bag held in transfer no vouchercompensation ",negative
"i got email that my reservations got cancelled flightled and i will be refunded nothing got refunded as of yet ",negative
"nashville airport has runways open it appears southwest is only airline cancelled flighting flights is this likely to change ",negative
"i would fly somewhere hotter then here puerto rico here i come laughing out loud ",neutral
"great job communicating to the passengers flight doesnt exist anymore ",negative
"thanks travis at philadelphia international airport a east checkin for knowing baggage policies skis boots count as teach your mgr who didnt know ",positive
"is expiring the offer to buy or transfer united mileageplus miles with discount many offers during a year ",positive
"not yet supposed to get it early evening tonight dont want to have to go to the store and buy new necessities ",negative
"how it is not possible to call swa on the phone you put me on hold for an hour and then cut me off ",negative
"been with my gf for yrs shes from sf i live in tulsa swa always takes me there to see my love southwestluvsweeps ",positive
"hi there i just got my known traveler and would like to add it to a flight that i already purchased whats my best option ",neutral
"i applied for a job at pdw where could i go for follow up id really love the job ilovejetblue ",neutral
"connecticut ",neutral
"probably wouldnt be doing it had someone returned my call or email case number ",negative
"i cant even fit my name on the first two lines yes please do pass on feedback this is a big downgrade from previous years ",negative
"told no gates open at ord needed to wait mins still waiting after about for mins ",negative
"and its with no sign of boarding can i please get another update ",negative
"still cant get a real person on the phone to book a flight ready to just go with jet blue since they care us airways sucks ",negative
"after missing my flight and reflight booking problems x i just walked onto another flight and my phone was still on the seat ",positive
"hi jh my experience with united has been entirely disgusting but yes id like assistance in getting compensated for my bag ",negative
"took this picture on thursday awesome ",positive
"my flight was cancelled flightled monday just looking to cancelled flight and credit my card thats all ",negative
"still on the ground mins after planned departure and this is california no weather here originally told min delay ",negative
"i understand wonderful miriam in customer service who was able to reroute me got any rental car discounts ",neutral
"thank you just sent msg ",positive
"i did get the email thought i wasnt supposed to reply to those ",neutral
" hours late flightr and the flight has been cancelled flightled you gotta work on your internal communication skills ",negative
"had a horrible experience flying from montego bay to philadelphia on check a golf bag constant selling inflight ",negative
"sure did only waited about min yay ",positive
"employees spreading a bit of mardigras cheer at this morning in atlanta nftyconvention ",neutral
"having some trouble checking in can you please add me significant other i can direct message you ",negative
"wifi on yesterdays flight extremely slow a waste of and lost the travel time for work ",negative
"haha youre doing everything right dont change a thing slash this twitter engagement just makes you even cooler best airline ",positive
"any updates on flight from norfolk international airport to philadelphia international airport no one at gate ",negative
"yes works in firefox ",negative
"as one of the travelers affected by the boston storm im shocked at virgins complete apathy toward their customers ",negative
"your checkin system is poor ",negative
"haha thanks for the explanation ",positive
"were looking for our next flyingitforward flier from dc tell us where youd fly why ",neutral
"the airline is embarrassing itself i get that bad weather isnt your fault but your response to it couldnt have been worse ",negative
"should use this in their next airline commercial laughing out loud ",neutral
"grouping virgin in with the others now boston logan international airport weather has exposed their actual cus serv model never flight booking problems with virgin again ",negative
"jh thank you i finally got through the second time ",positive
" i need to fly from greenville spartanburg airport to dsm but claims theres no sched avail i can book separately but why not together ",negative
"thank you hung up after hr min on hold would you like me to direct message you contact information ",negative
"new ceo robin hayes battles to appease passengers and wall street business in savannah ",neutral
"nice touch with using my first name very intimate ill be filing a claim soon to be reimbursed have a us airways day ",positive
"dear virgin customer while youre stranded in sf for days cost well do the very least we can to accommodate you ",neutral
"our flight was originally supposed to leave at private message now we wont leave until this is the nd time this has happened ",negative
"supposedly theyre out for delivery ill believe it when i see it ",negative
"thank you yes i was hoping to speak with someone directly but appreciate the link nonetheless ",negative
"what is the name of this tailfin ",neutral
"how about a drink voucher for the next flight wink wink ",positive
"while other airlines werent cancelled flighting flights into bos and helping their customers get home virgin was saying good luck ",negative
"what link those are all the email offers u sent me in a year to buytransfer milesthe last just expired ",negative
"thanks finally made it missed meetings but what can i do now ",negative
"im cool with weather delays etc but lying and deceiving passengers to keep them from changing is reprehensible you suck ",negative
"i just want to get home before wednesday joke is over hrs of cancelled flightlations and delays is enough ",negative
"not only was it great but you return my calls the day after couldnt ask for more myvxexperience ",positive
"could you tell me if this bag would be accepted as a personal item can i bring one carryon bag plus this ",neutral
" which you finally cancelled flightled ",negative
"you need this song for your next commercial httpstcojurhzrqc swa love ",neutral
"customer service ",negative
"priceless united stranded my daughter at ohare united did zero to keep her safealone on a plastic chair for h united air ",negative
"hi again any updates here ",neutral
"thank you for the vouchers after the long wait on the runway saturday night at bwi i really appreciate it swfan ",positive
"i would fly to washington dc to see the actual constitution and the declaration of independence in honor of a us navy friend ",neutral
"thats why u guys are my choice ",positive
"take a lesson from they know how to treat customers ",neutral
"plus you horrible seating and poor customer service everywhere ive flown now you take away the mileage programhorrible ",negative
"youd learn if you listen to your customersyou do want you asks their customer what they want ",negative
"thanks for the reply something is off with the phones becuz after dropped calls at hours on hold i got through on ring ",positive
"ma rks th birthda y with a pa inted in bluma nity pa int job ",neutral
"you cancelled flightled both my flights and refused to give a voucher despite no flights for days never again ",negative
"i just think if i am staying with your airline rescheduling a flight i shouldnt absorb a fee that is the cost of my flight ",negative
"airlines cancelled flights oc fort lauderdale hollywood international airport flight today to switch no notice no apology done flying unitedairlines ",negative
"sorry wrong link for the bag thats the one i meant ",neutral
"flight laxiad back rows not cleaned prior to boarding how gross is that to find used tissues in your seat please ",negative
"what is direct message ",neutral
"your employees were great ",positive
"confirmation number for new reservation is fpmy i am traveling with a year old please email ",neutral
"why no charging station in san ",negative
"i would be on my way but wether has delayed yet again love the charlotte ice storm good luck with mad customers ",negative
"please staff your flights approproately our entire flight is delayed because fa isnt here i shouldnt have left delta ",negative
"tooooo many cancelled flightations my chain of command hates me now ",negative
"started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me ",negative
"i travel a lot and i get it youre still my fave but newark liberty international airport to cleveland with min layover to connect to dc our best option come on ",negative
"private message and my bags still not here not even a courtesy toiletries kit not the flight experience i was expecting very disappointed ",negative
"continue button generated a trip to plan your trip page ",negative
"have done that sadly no flight from charlottedouglas international airport has gotten to indianapolis international airport today and we head back to tampa tmrw ",negative
"holding min and listening to your shitty ads on repeat for your credit make me hate your airline even more is better ",negative
"airlines cancelled flights oc fort lauderdale hollywood international airport flight today to switch no notice no apology we are done flying unitedairlines ",negative
"can you send me another confirmation email ",neutral
"it would be super if you paid as much attention to actual fliers as you do to credit card holders ",negative
"why are we delayed flight ",negative
"was rebooked but sucked big time crappy layover customer service very subpar ",negative
"sending thanks to employee freddie in philadelphia international airport admiral club a east for allowing me to give a day pass to my sibling stuck there today ",positive
"all these changes way to stick it to your premiere k loyal customers why make things harder for those that loyal to you ",negative
"thanks for the offer but i finally made it to my destination albeit hours late flight ",negative
"mcodca flight almost full of people screwed by the msydca cancelled flightation and didnt cancelled flight swamistake ",negative
"can i take my electric skateboard on a domestic flight if significant other do same policies listed on your site for regular boards apply ",neutral
"this could be the beginning of a bluetiful relationship life needs frosting ",positive
"can i get free wifi since the flight was cancelled flightled ",negative
"your customer service for mileage plus customers is a disgrace i just spent min on the phone to reset a pin number with no luck ",negative
"no i do not i was only given a flight booking problems reference number ",neutral
"thanks for the upgrade significant other far significant other good keepitup ",positive
"thank you i like the quick response on twitter ",positive
"currently on standby to lax then it is a hour ride to palm springs long day starting at a snowy am in philly ",neutral
"no but seriously what the fck no chill ",negative
"yes but they couldnt explain the hour and minute hold time ",negative
"thank you is there a possibility it will change ",neutral
"are we good ",neutral
"how come abc is the only one of the network channels you dont have ",neutral
"sorry i hate united i wont get to see my family until thursday ",negative
"thanks for the timely service great staff getting my wife and me to and from cancun this past week for our honeymoon ",positive
"done just now thanks ",positive
"i dont know ive tried to call for confirmation but calls arent going thru can you let me know ",negative
"your website flight booking problems experience is an obnoxious upsellladen disaster for anyone with half a brain ",negative
"like weeks after my flight creative ",neutral
"flt is having some major delays bc ground crew was significant other slow the flight crew has been terrific been hours on the ground ",negative
"im traveling around the world until the end of the year numbers do me no good ",negative
"holy high speed internet batman speeds at united club at washington dulles international airport are insanely fast thanks ",positive
"can u get me on flt instead of retweet now ",neutral
"love traveling with jetblue cant wait to go to paris oui oui nyc was awesomeee ",positive
"it was and some of us had left coats in our luggage in anticipation of cramped overhead bins ",negative
"i am furious youre firm is a disgrace despite all our efforts you did zero to protect our daughter all alone at night united ",negative
"knows whats up that blackhistorymonth commercial just another thing to add to reasons why i fly with southwestairlines ",positive
"too late flight now ",negative
"airways adds new charter flight to cuba travel wires blog ",neutral
"aww is it i guess now i need to book a flight to somewhere warm asap any suggestions ",neutral
"i have now called times in the last three days thats unacceptable im willing to wait on hold but thats not an option ",negative
"you are amazing you are the best follow me please anderson regional airport i follow you back ",positive
"ive been on hold for over hours need to rebook a flight please help ",negative
"worst service ever ",negative
"thanks for your attention i would actually like to make a specific complaint about customer service at dca what is my best option ",negative
"cant believe united cant find someone to just simply check a seat back for a missing passport loved united but debating choice ",negative
"your social media team just said sorry thankfully submitting a complaint got resolution from an amazing rep who called ",positive
"im scheduled to come back tomorrow finally but i dont know swa hasnt flown out of yet but has ",neutral
"flight cancelled flightled my wife is stuck in phoenix on the way from slc to san ",negative
"i know where you guys jet laughing out loud but if you love me significant other much help a brother out hot weather great nightlife hour flight ",neutral
"i have been rebooked but it has been handled very unprofessionally cancelled flightations happen but the disorganization is uncalled for ",negative
"conf number fmjtyl delayed any chance of getting an earlier flight fll to phx ",neutral
"do you think there will problems at newark nj on saturday due to expected snow ",neutral
"got it i am following the united page ",neutral
"thank you for the speedy response i figured it may be something of that nature you guys and your fine print haha ",positive
"amazing customer service as well will definitely fly with you guys again if my instrument is involved ",positive
"when are you going to be flying in and out of nashville the deicer is in are you short on planes and is it tomorrow morning ",neutral
"first base already i like your style ",positive
"hold for min a couple of rings then mailbox has not been set up yet customer service forwarding to their cell phones cmon ",negative
"does your home airport not count in the badge system my tb account says flights but ive taken this year ",neutral
"is bag check cut off minutes before the original departure time or the estimated time shown online ",neutral
"you are the best airways follow me please ",positive
"if you can waive a fee at time of cancelled flightation you can waive it at a future date us airways ripoff poor customer service ",negative
"flight sitting at john f kennedy international airport with delays for hrs no employees to load bags terrible ",negative
"airlines ceo jeff smisek disloyal to loyal workers via ",neutral
"the guidelines say xx my bag is xx significant other its a bit taller than the guidelines is that gonna be a problem ",neutral
"thank you i wish the lady in little rock had told me that in the morning when i asked her ",positive
"no claim number havent been back to iad baggage since is there a phone i can call to speak to someone ",negative
"you officially have the worst customer service of any airline ive ever dealt with southwest airlines poor ",negative
"think you need to follow me for a direct message ",neutral
"fastest response all day hour on the phone never got off hold hour in line never got to the flight booking problems desk ",negative
"had to rebook through atlanta now drive to nashville had to pay ridiculous price difference bad weather good for business ",negative
"when do you all expect to open the reservation through november ",neutral
"dont worry im gonna share with my row ",neutral
"feeling helpless at tanpa airport how can i talk to someone flight delayed for times need help missed connections will be prob ",negative
"wont waive fee due to neptune cant use credit without paying fee couldnt get to destination to use their tic wa iv ethe fee ",negative
"no wonder you are the lowest rated airline in america shameful usairways ",negative
"how are you even still in business i have been trying to call for hours this is pathetic ",negative
"wow this airline is a joke absolutely horrendous customer service you guys should be ashamed ",negative
"flight cancelled flighted because of neptune could not get to my destination not my fault waivefee ripoff poor customer service ",negative
"im resending the confirmation code in a direct message ",neutral
"i did direct message the details back on when this started with phone number to reach me no reply either online or by phone ",negative
"tremendous job atlanta airport saw sw celebrate mardi gras another reason im nuts for you guys ",neutral
"you are amazing you are the best follow me please ",positive
"but i got a bad exchange rate significant other want my money back please can you refund without penalty ",negative
"my flight ua to denver for rmoug has been recheduled times ",negative
"youre just using automated responses and dont have the decency to actually carerespond ",negative
"jt the issue is with missed connections early gate closings and zero concern from customer service ",negative
"here i was thinking how i could say significant other many nice things after getting upgraded but then you delayed my flight its ok ",negative
"can you explain how it rewards us elite premiere k members ",neutral
"for our birthdays my fianc i want to travel late flight april youre our fave airline but frontier has this ",neutral
"you guys must have been swamped even took our corporate travel a long time to get in but everything worked out in the end ",neutral
"no not yet i will notify them im new at this ",neutral
"you are the best airways follow me back please ",positive
"its the rude and arrogant gate personnel uncalled for unprofessional the worst ",negative
"wont waive fees for flight cancelled flightlation due to neptune to use credit fee couldnt reach destination not my fault ",negative
"thank you and thanks for being significant other accommodating ",positive
"wifi anderson regional airport better seating ",positive
"thanks we would like an apology and a full refund please confirm when we will receive ",negative
"hi can you email me here significant other i can share the details thanks ",neutral
"awwweesssooomee ",positive
"my pts expired i made a prchase an online retailer to b told by sw that those wont show for wks significant other too l keepmy pts ",negative
"i heard he has a virgin mobile hotspot ",neutral
"you got cheese plate flights too ",neutral
"on all your flights ",neutral
"dad on segway is the best part of this whole infographic ",positive
"are there any plans for a short haul airline in europe would defiantly fly with you guys ",positive
"yes still need assistance i dont have a flight home due to change in flight u made i miss all connections ",negative
"i believe you have to follow me in order for me send you a direct message ",neutral
"fat tuesday great job celebrating mardi gras today at atlanta airport another reason im nuts for you ",positive
"your customer service is terrible youre terrible thought you should know ",negative
"when will the winners of destinationdragons be announced ",neutral
"any idea where the plane for flight is coming from i thought flight from john f kennedy international airport but that wouldnt explain delay ",negative
"its for me i spoke with a rep on the phone who suggested i voice a concern via email us on your site i did a few moments ago ",neutral
"pls find my bag i need get home very frustrating hope my bag is somewhere in leaving the jfk without my luggage ",negative
"tried calling multiple times i just wait and when it finally connects i get hung up on ",negative
"airways sees significant drop in short interest jblu mideast time ",neutral
"thanks significant other much for sharing just added it to my site ",positive
"good point ",neutral
"allright last question the power outlets on my flight are available in the premium cabin does that include economy plus cabin ",neutral
"well its la and then a hr car ride to a dark palm springs technically maybe ill get bumped to st class den to philadelphia international airport on friday ",neutral
"ive called you x waited on hold min each time to be disconnected each time enraging i need to speak to someone help ",negative
"the usa help line i accidentally booked a flight on a thursday instead of a wednesday and want to switch ",neutral
"if you have wellpriced flights to oahu we could be best friends ",neutral
"we dont need anybody else ",positive
"stranded phoenix with broken foot both my flights fd sunday for sickcrew cancelled flighted my mechanics flight today ",negative
"you might be dealing with frustrated passenegers hope you all have a great day thank you very much for an amazing airline ",positive
"call me when you do and well have to hook up ",neutral
"flight delayed for hours for a deadhead crew lets make paying customers wait that is great service usairways ",negative
"if ur going charge for wifi make sure it works brutal dialup b a by the time things load theend goodday ",negative
"is anyone working today anyone want to pick up a phone ",negative
"ive been on hold for over minutes theres a lack of quality service here nobody cares that i hate your shitty airline ",negative
"man of steel flies to more cities thoughand with more frequency too ",negative
"ladies and gents united airlines ",neutral
"no worries at all i would rather be safe on the ground than take any chances yes tomorrow am if nashville international airport reopens ",positive
"i do need help cancelled flighting my flight back your calls times are ridiculous ",negative
"flight thanks ",positive
"do you have an application for ios was looking and only saw virgin mexico ",neutral
"they couldnt get me first class on any of their flights significant other i just rebooked myself ",negative
"but the gate agent and club staff got me priority standby for next significant other might only be minor disastertravelingwithsmallkids ",neutral
"ill be sendingposting complete details of the circumstances surrounding this matter united airlines should be ashamed ",negative
"hidden city forces me into crappy seat even though exit row is available on the first leg your support cannot fix ",negative
"jt thanks for your help ill complete the form once we are back home ",positive
"missed it incoming on time then sat for then no jetbridge drivermissed a min connection from an on time flight ",negative
"on flight tomorrow wed denbna will we be delayed or cancelled flightled ",neutral
"i did but it only shows one flight one way when i try to go to the home page and book roundtrip theres nothing available ",negative
"were flying out tomorrow please dont cancelled flight laughing out loud ",neutral
"flight njb blue la la departs enroute to san juan international airport ",neutral
"this makes me happy i hope these arent empty promises ",positive
"dropped x in past hour ",negative
"seriously i want to work on the jetblue social team retweet ",neutral
"thanks for the free birthday points yall are all right with me ",positive
"what kind of hypocrisy is that only cancelled flightling tickets with bad exchange rate if in your advantage united ",negative
"no the entire problem here is that i was never sent anything via email and only given a flight booking problems number over the phone ",negative
"calling that number was useless heading to the airport now to pick up my bags this whole situation seems like a real joke ",negative
"done messed up now i have planned a trip to costarica for pennies vacatime ",negative
"not as sorry as i was when i sat on a plane for hours waiting for the engine to be fixed and then got my luggage lost but k ",negative
"you take to me places simply cantlike nonstop to st lucia ",positive
"theres only one flt phlcrw per day ",neutral
"your staff members are looking at me like i have two heads check your own websites ",negative
"i will be traveling from los angeles international airport to charlottedouglas international airport to hts i have been rebooked for tomorrow due to the travel advisory ",neutral
"this flight was for my brother he has been rebooked and i was able to give my information over the phone to get him a pass to the club ",negative
"i dont use passbook i still love you though ill just use my email in the future ",positive
" from amsterdam to ewr ",neutral
"stuck here in bush intercontinental airport waiting on flight to honolulu for hours due to maintenance issues could we have gotten a new plane fail ",negative
"about timeand just in time for my next flight thursday ",positive
"extremely disappointed with poor the customer service provided after cancelled flighting my flight today unprofessional ",negative
"i was helped by a nice lady at phoenix sky harbor international airport checkin i spent for hours on hold in hours significant other might want to look at efficiency there ",negative
"i told myself last time i would never fly you again i really messed up today thanks flight worst airline ever ",negative
"yes times i need some one to call me and help me change a flight i cant do online thanks ",negative
"pls send an it tech baggage office poor guy is trying print my claim cant i need get home upgrade printers mfps ",negative
"yes i can pay out of pocket that us not helping me for loosing my first class ticket to coach i want resolution or a comp ",negative
"frustrating daysno flights home changed airlines thank you philadelphia international airport usairway employees for help getting me back to iah ",positive
"if you have had any issues with united airlines please retweet paid for a full fight ticket and was given a standby instead ",negative
"just tried to log in and was told email log in not currently available ",negative
"significant other why did you cancelled flight tickets for thousands of people when you didnt like the exchange rate double standards ",negative
"do you have an email address i can write my account to might be less likely to disappear ",neutral
"significant other i wasted mins filling in online forms you are telling me you didnt receive how do i know this wont happen this time ",negative
"thank you i know yall cant control the weather i appreciate yall working to get my flight rebooked the last two days ",positive
"iiiii need help with my flight schedule haha ",neutral
"can you make a premium wifi that i can pay for that is decent slowfi ",negative
" why does my tsapre work with every airline but you i pay good money for that spent mins on phone to fix to zero success ",negative
"thats right game set match ",neutral
"i love the dancing little richard cool beans ",positive
"no thanks ",neutral
"yesterday im sorted now ",neutral
"thanks for that advice significant other helpful cant believe you guys actually charge people to fly united ",negative
"thanks for taking such good care of my luggage ",negative
"yeah all for are rebooked for tomorrow am hoping the rd time is a charm for no cancelled flightled flights ",negative
"does the economy plus cabin also qualifies as a premium cabin ",neutral
"flight ua been sitting on tarmac for mins with no report as to whyany input ",negative
"a rd party service you use to sell your tickets has ripped me off excellent service united is offering ",negative
"any plans to make the southwest app for android not crappy ",negative
"thanks ill keep checking im trying to book our first disney world vacation ",positive
"is it only for my nd bag st bag too full ",neutral
"flight first officer not even at the airport wow unreal staff waited until we all boarded to announce we are delayed ",negative
" weeks to refund this ticket totally unacceptable fix this or ill put it on blast on social media and tv ",negative
"i know it is hard to predict but how are flights from dallas to nashville tomorrow am ",neutral
"the highlight of being delayed free concert ",negative
"whose performing at t ",negative
"classic ",negative
"elizabeth at washington dulles just hooked me up with a new connecting flight at my gate im super pleased ",positive
"we are mins from departure of and no announced update nor an update to on time status everyone just standing com eon ",negative
"can i get any kind of update on the delayed flight from boston to houston at really need to be back home tonight ",negative
"how long did you have to hold we waited minutes and gave up ",negative
"we are delayed until he arrives ",negative
"and really its a middle initial versus middle name all else the same not spending my time on your computer issues ",negative
"very disappointed i wasnt allowed to change seats after checking in early online for a flight tomorrow morning ",negative
"theyre all reservations numbers and none are in hungary and my phone not working here you make it too difficult ",negative
"if our already rescheduled flight is cancelled flightled is our hotel room paid for ",negative
"cant checkin online for flight tmrw fr cancun undefined error not workingfamily of for dont want cgroup help ",negative
"does anyone ever answer your phone poor ",negative
"strikes again i strongly suggest you live tweet your ordeal their media team appreciates the updates ",negative
"flight first a hour wait for a deadhead crew then deadhead crew takes overhead bin space paying customers annoyed ",negative
"with the weather mess in the south i missed my connection in clt impressed though with the cust serv phone reps today ",positive
"serious firing needs to happen at hnl they broke the wheelchair you loaned me after you broke mine ",negative
"call customer service and of course they just say theres nothing we can do and then offer a transfer and disconnect the line ",negative
"now submitted for the third time please check and confirm receipt have taken screen shots in case it disappears again thanks ",negative
"whats yall corporate number bc yall are not trying to accommodate me at all ",negative
"el paso dealsmay ",positive
"i been on hold with u for mins wasting my time and i dont appreciate it wheresthecustomerserviceat ",negative
"it was us the gate was open after about mins waiting what a great way to finish an hour delayed arrival ",negative
"how can you not know after two hours of us sitting on the plane with no bags off loaded the planes weight ",negative
"you make it hard to fly with you delayed over an hour and now the plane is turning around heading back to the gate connection ",negative
"always happy to help ",positive
"we have just landed thank you anyway by the way flight staff on flight were wonderful despite their full day and heavy load ",positive
"redeemed themselves flight out at had to call and negotiate but thank the lord im heading home ",negative
"total bs i offered to pay for a full first class airfare told sold out seats and they gave the seats to others crap ",negative
"if your policy changed you must advise at the time of purchase same if you choose to vary it by airport we want a full refund ",negative
"wanted to but you cancelled flightled my tickets they were too special i guess even for united ",negative
"im for flight booking problems without major problems isnt bad ",negative
"dont check your baggage if you dont have to they will lose it ",negative
"im hoping we dont miss our los angeles international airport hilo international airport connection not looking forward to being stuck at los angeles international airport overnight with our teamagain ",negative
"well perhaps you could highlight where that is stated we travel between canada usa on united with only nexus ",negative
"why are yall trying to fly me to chicago when i dont live there send me home now bullshit ass customer service ",negative
